Dex Number	Name	Variant	Ev. Kind	Ev. Value	Category	Description
415	Combee		Level	Slow (Female)	Tiny Bee Pokémon	"It forms hives around trees. It flies all
day sipping the nectar from flowers
to make honey. It is usually born a
male. If a female is born, it will grow
into a Vespiqueen and start its own
Hive."
416	Vespiquen				Beehive Pokémon	"This Pokémon is female only.
It raises grubs in the holes in its
body and secretes pheromones to
control Combee to fight and gather
honey for her. It is a royal Pokémon
that won’t take orders from anyone."
417	Pachirisu				EleSquirrel Pokémon	"It lives on top of the trees, gathering
food for the cold winter months.
It keeps warm by making fur balls
charged with static electricity. Like
other electric rodents, it stores
electricity on its cheek pouches."
418	Buizel		Level	Medium	Sea Weasel Pokémon	"It is usually seen close to streams and
rivers. Buizel swims by rotating its two
tails like a screw, the sack around
its neck swells to help it float or
deflates to dive underwater and
catch prey."
419	Floatzel				Sea Weasel Pokémon	"It floats using its well-developed
sack. They roam close to fishing
spots to steal an easy meal. People
allow them to hang around their
boats because they help whenever
a person falls into the water."
420	Cherubi		Level	Fast	Cherry Pokémon	"It hides on bushes while absorbing
the sunlight. Their small heads store
the energy needed for evolution, but
this small head is frequently eaten
by other Pokémon and people so
it’s hard for them to evolve."
421	Cherrim				Blossom Pokémon	"Cherrims bloom during times of
strong sunlight, their petals open
fully and radiant. If the sun is not
visible, it will remain as a closed bud,
barely moving trying to preserve its
energy."
422	Shellos		Level	Medium	Sea Slug Pokémon	"Its shape and coloration change
depending on its habitat of salt or
sweet water. Their body is very soft
and squishy but they can stretch
long lengths. It releases a purple
liquid from its body if threatened."
423	Gastrodon				Sea Slug Pokémon	"It has a pliable body without any
bones. If any part of its body is torn
off, it will grow back in minutes.
There is evidence that it had a hard
shell on its back for protection in
prehistoric times."
424	Ambipom				Long Tail Pokémon	"They live in large colonies on the
tallest trees, linking their tails to
show friendship among herd mates.
It loves fresh fruit. Ambipom uses its
two tails better than its own arms to
swing around."
425	Drifloon		Level	Medium	Balloon Pokémon	"A Pokémon formed by the spirits of
lost people and Pokémon. Children
who mistake it for a real balloon
often end up missing. Because it
floats aimlessly, an old folktale calls it
the “Signpost for Wandering Spirits.”"
426	Drifblim				Blimp Pokémon	"They float in groups in the evenings,
sometimes carrying people or
Pokémon. If you notice them, they
suddenly vanish. No one knows
where they go at night, and those
who follow them never return."
427	Buneary		Stat	Happiness 4	Rabbit Pokémon	"Lives in forest, grasslands and even
snowy mountains. It forms burrows
and uses its soft fur to make nests
and keep warm. You can see how it
feels for the position of its ears.
They are easily scared by humans."
428	Lopunny				Rabbit Pokémon	"Lopunny is extremely cautious, it
quickly bounds off when it senses
danger. If they are touched roughly,
they throw kicks and jump away.
Keep the fur it sheds as it’s highly
valued to make quality yarn."
428	Lopunny	Mega			Rabbit Pokémon	"The power of the Mega Stone
awakens its combative nature.
Most of its fur is lost due to constant
fighting, even its ears are used as
weapons, whipping foes with heavy
hits."
429	Mismagius				Magical Pokémon	"Extremely rare. Their cries sound like
incantations, hearing them gives you
bad headaches and hallucinations.
It is said that some Mismagius are
benevolent and have granted good
fortune to people they like."
430	Honchkrow				Big Boss Pokémon	"It lets out a deep cry to summon
Murkrows, which fetch food and
shiny objects to Honchkrow. It is,
however, a tyrant to the Murkrow. It
only goes out at night to carry out
evil deeds."
431	Glameow		Level	Medium	Catty Pokémon	"It is plentiful in urban areas, as it is
a popular pet. It has a very fickle
nature, purring in happiness one
second, then hooking its claws
into its trainer’s nose. It loves to be
admired and pampered."
432	Purgugly				Tiger Cat Pokémon	"It becomes wilder and aggressive
after evolving. It is known to claim
other Pokémon nests as its own.
It will make itself appear bigger and
glare with piercing eyes to achieve
dominance over someone."
433	Chingling		Stat	Happiness 4	Bell Pokémon	"It has a ball inside its mouth that
makes a ringing sound when it hops
around. To defend itself, it will emit
low frequency cries that deafen
its foes. However this sound is not
audible to humans."
434	Stunky		Level	Medium	Skunk Pokémon	"Over the years they have moved
closer to towns and other human
settlements. They release a foul
liquid from their rear that stinks for
days to scare away predators.
But sometimes they do it just for fun."
435	Skuntank				Skunk Pokémon	"It sprays a reeking fluid from its tail.
The fluid smells worse the longer it
is allowed to fester. It is vulnerable
to attacks that come from above
due to its exuberant tail. When it’s
relaxed it doesn’t smell bad."
436	Bronzor		Level	Medium	Bronze Pokémon	"They are found in ancient tombs
and temples. Objects shaped like
Bronzor have been found within
the vaults. Bronzors reflect images
like mirrors, people say that this
reflection shows the future."
437	Bronzong				Bronze Bell Pokémon	"Ancient people revered Bronzong
for bringing the rain and sun at will.
One became a news sensation
recently when it was dug up at a
construction site after a 2000-year
sleep."
438	Bonsly		Move	Mimic	Bonsai Pokémon	"They thrive in arid places. It looks like
it’s crying all the time but it’s actually
adjusting the moisture of its body
and releasing excess water. Over
time they become excellent at
impersonating trees."
439	Mime Jr.		Move	Mimic	Mime Pokémon	"It likes places where people gather
and imitates their expressions to try
to understand their feelings.
It mimics foes, confuses them, then
it escapes. It doesn’t take long to
become a master mime."
440	Happiny		Item	Oval Stone	Playhouse Pokémon	"It is not common to see Happinies.
This baby Pokémon cannot
produce eggs yet, so she searches
for white stones and carries them
on its pouch. It likes to look pretty
and tries to always be adorable."
441	Chatot				Music Note Pokémon	"It mimics the cries of other Pokémon
to trick them into thinking it’s one of
them, this way they won’t attack it.
Chatots that live with humans learn
words and phrases but it’s unknown
it they really know their meaning."
442	Spiritomb				Forbidden Pokémon	"A legend from 500 years ago tells
how it got bound into an Odd Keystone
after cursing an entire town.
Two have been found in recent
times. It is said that its vortex has
more than 100 haunted souls."
443	Gible		Level	Slow	Land Shark Pokémon	"It digs tunnels and follows prey
while burrowed underground. If you
see the fin on its back coming out
the ground it means it is about to
attack. It’s very aggressive but kind
of clumsy. Beware of its big jaws."
444	Gabite		Level	Slow	Cave Pokémon	"It hoards a small treasure of sparkly
things back in its cave. It will react
aggressively towards any potential
thief. It is also an excellent hunter,
capable of running, swimming and
gliding extremely fast."
445	Garchomp				Mach Pokémon	"Garchomps are scarce in the wild
and very dangerous. It folds its arms
and uses its fins to fly extremely
fast at low heights. Territorial and
aggressive it will not rest until it
catches any daring trespasser."
445	Garchomp	Mega			Mach Pokémon	"The excess of power from the Mega
Stone melted its fins and claws
together forming sharp, dangerous
scythes. If its disposition was already
violent, it grows now by a tenfold.
They can be vicious and feral."
446	Munchlax		Stat	Happiness 4	Big Eater Pokémon	"A Munchlaxes appetite is never
really satisfied, it can eat its weight
in food and will almost never care
about what it is eating. They tend
to pick up anything that looks edible
and save it for later."
447	Riolu		Stat	Loyalty 5	Emanation Pokémon	"Scarce in the wild but they have
been seen in the mountains. It has
the ability to see the auras of others,
through this power it is capable of
sensing emotions. It won’t get close
to those with selfish intentions."
448	Lucario				Aura Pokémon	"This Pokémon is completely loyal
to its trainer. It has the ability to
not only see the auras but also to
transform them into energy. It is
also capable of understanding
human speech."
448	Lucario	Mega			Aura Pokémon	"The explosive, pulsing energy of the
auras and the Mega Stone have
awoken its combative instincts.
Its fighting style can be summed up
in a single word:
heartless."
449	Hippopotas		Level	Medium	Hippo Pokémon	"It lives in arid places where it joins
small groups. It closes its nostrils and
submerges under the sand to rest.
Females have a different coloration,
usually a darker and duller color."
450	Hippowdon				Heavyweight Pokémon	"It becomes territorial and aggressive
after evolving. Its open mouth
stands over 7 ft. tall.
There are records of one that came
out of the sand and crushed a truck
that was passing over its territory."
451	Skorupi		Level	Medium	Scorpion Pokémon	"It lives in deserts and arid regions. It
buries itself under the sand, waiting
for an unsuspecting prey to come
nearby. It will then sting the prey
and cling to it tenaciously until the
poison takes effect."
452	Drapion				Ogre Scorp Pokémon	"This Pokémon is very aggressive. It
can completely rotate its head over
its body, because of this, Drapion
has no blind spots. Its venom is
deadly and it won’t hesitate to
use it."
453	Croagunk		Level	Medium	Toxic Mouth Pokémon	"It is commonly found in marshes. It
inflates the sacks on its cheeks and
makes croaking sounds.
The fluid squeezed from its fingers
is poisonous, but it is a common
ingredient in medicinal ointments."
454	Toxicroak				Toxic Mouth Pokémon	"The toxin made in its poison sacs
is pumped into the knuckle claws
through tubes down its arms. Its
toxins are so powerful that even a
scratch from its knuckles could be
fatal in a few hours."
455	Carnivine				Bug Catcher Pokémon	"It binds itself to trees in marshes. It
attracts prey with its sweet-smelling
drool and gulps them down in one
bite. It can take it a whole day to
digest a single prey but It won’t
need to eat for at least a week."
456	Finneon		Level	Medium	Wing Fish Pokémon	"The way its two-tail-fins flutter
while it swims has earned Finneon
the nickname “Beautifly of the Sea.”
The line running down its side can
store sunlight and glow brightly at
night."
457	Lumineon				Neon Pokémon	"It lives in the deep-sea bottom.
It attracts prey by flashing the
patterns on its tail fins. In the wild it
competes against Lanturn for food.
Its main predators are Tentacruel
and Sharpedo."
458	Mantyke		Special	Hit by Remoraid	Kite Pokémon	"When it swims close the ocean’s
surface people aboard ships are
able to observe the pattern on its
back as it is different in every region.
Mantyke is an intelligent and friendly
Pokémon that rarely attacks others."
459	Snover		Level	Medium	Frosted Tree Pokémon	"During cold seasons, it migrates to
the mountain’s lower reaches and
returns to the summit in the spring.
They are rarely in contact with
humans but are sought for the
frozen berries they grow."
460	Abomasnow				Frosted Tree Pokémon	"There was a legend for a long
time that called this Pokémon “The
Ice Monster”. Now we know it is a
Pokémon that can cover everything
around with deep snow. It likes quiet
places and only attacks if provoked."
460	Abomasnow	Mega			Frosted Tree Pokémon	"The power of the Mega Stone
freezes part of its body creating
pointy icicles that hail upon its
enemies in a blizzard. The angrier it
becomes the longer the storm will
last."
461	Weavile				Sharp Claw Pokémon	"They live in cold regions, forming
groups of four that hunt prey
with impressive coordination. They
leave claw marks and patterns to
indicate their territory. It is devious
and loves to cause trouble."
462	Magnezone				Magnet Area Pokémon	"Magneton only evolves in very
specific areas of the globe. It has
the ability to repel itself from the
ground using magnetism. If it is
nervous it pulls all the pieces of
metal around until it relaxes."
463	Lickilicky				Licking Pokémon	"It uses its tongue as an stretchable
arm. It will wrap prey with it and then
proceed to eat it. Its saliva causes
numbness. Try not to touch its
tongue, it might try to eat you by
reflex."
464	Rhyperior				Drill Pokémon	"They have rarely been seen in the
wild and only in the tallest mountains.
It has holes on its hands which are
used like canons to shoot boulders.
Be careful, they are very aggressive
but not very smart."
465	Tangrowth				Vine Pokémon	"While it remains still, it appears to be
a large shrub. Unsuspecting prey
that wander near get ensnared by
its vines. In the summer months, its
vines grow so large that you can’t
even see its eyes."
466	Electivire				Thunderbolt Pokémon	"This Pokémon is reckless and has a
short temper. As its electric charge
amplifies, blue sparks begin to
crackle between its horns. It has
registered charge levels of over
20,000 Volts."
467	Magmortar				Blast Pokémon	"Magmortar is extremely rare, if
you’re lucky you can find one living
directly on volcanic craters. It rises
the temperature of its body at will
to the point of bursting into flames.
The fire it produces is almost white."
468	Togekiss				Jubilee Pokémon	"Sightings of these Pokémon have
become rare nowadays. They used
to visit peaceful regions, bringing
them gifts of kindness and great
blessings. But they appear to have
vanished in this times of conflict."
469	Yanmega				Ogre Darner Pokémon	"It goes back to its prehistoric roots.
It is a lot more violent than its
pre-evolved form. Its jaw power is
incredible and it is adept at biting
apart foes while flying by at high
speed. This Pokémon can be brutal"
470	Leafeon		With Stone	With Leaf Stone	Verdant Pokémon	"Eevee evolves to Leafeon when it’s
living near a special kind of moss.
Its cells are capable of performing
photosynthesis. It is a calm Pokémon
and does not usually fight but its
leaves are sharp and strong."
471	Glaceon		With Stone	With Ice Stone	Fresh Snow Pokémon	"Eevees that are forced to live in
freezing temperatures evolve into
this Pokémon. It can control its body
temperature to below zero, freezing
its fur and making it extremely
tough."
472	Gliscor				Fang Scorp Pokémon	"Its flight is soundless. It uses its
lengthy tail to carry off its prey, then
uses its long fangs to do the rest.
It is more playful than aggressive
but it is dangerous if you get close
to the enormous claws."
473	Mamoswine				Twin Tusk Pokémon	"It was everywhere during the ice
age but its population declined
afterwards. This Pokémon uses
strong tusks to remove the soil and
snow and dig up roots and plants to
eat. It has a bad temper."
474	Porygon-Z				Virtual Pokémon	"A software to explore another
dimension was installed on Porygon.
However, it began acting oddly
due to glitches in the code. Since
then, it has a fondness for videos of
Meowth and Skitty on the internet"
475	Gallade		Special	With Dawn Stone (Male)	Blade Pokémon	"This Pokémon is male only. He has
an extreme sense of courtesy. In
a battle, it uses the blades on his
arms as if they were swords. It is a
loyal Pokémon and won’t doubt to
fiercely protect its trainer."
475	Gallade	Mega			Blade Pokémon	"With the power of the Mega Stone
it senses the emotions of others in a
large radius and will go help anyone
in need. It will only attack if it needs
to defend someone or something. It
is protective and brave."
476	Probopass				Compass Pokémon	"It exudes strong magnetism from
all over. It controls three small
units called Mini-Noses that float
around and act as arms. It usually
stays motionless unless attacked or
provoked."
477	Dusknoir				Gripper Pokémon	"This feared Pokémon is said to travel
to the other world. Some even
believe that it takes lost spirits along
with it. It uses the antenna on it’s
head to receive messages from the
deceased."
478	Froslass		Special	With Dawn Stone (Female)	Snow Land Pokémon	"This Pokémon is female only.
Legends in snowy regions say that
a woman who was lost at an icy
mountain was reborn as Froslass. It
appears during blizzards to take lost
people away."
479	Rotom				Plasma Pokémon	"Its electric-like body can enter some
kinds of machines and take control
of them in order to cause mischief.
It changes its form to that of the
electric appliance, allowing it to
become more powerful."
479	Rotom	Heat			Plasma Pokémon	"A Microwave possessed by a Rotom.
It uses Fire powers and burns the
food of unsuspecting people.
While on this form it can use the
move: Overheat."
479	Rotom	Fan			Plasma Pokémon	"A Desk fan possessed by a Rotom.
It uses Wind powers and scatters
everything around with terrible air
Currents.
While on this form it can use the
move: Air Slash."
479	Rotom	Mow			Plasma Pokémon	"A Lawnmower possessed by a
Rotom. It uses Grass powers, mows
awful patterns on the grass and
chases people with the blades out.
While on this form it can use the
move: Leaf Storm."
479	Rotom	Frost			Plasma Pokémon	"A refrigerator possessed by a Rotom.
It uses Ice powers, traps people
inside and freezes them in solid ice
blocks.
While on this form it can use the
move: Blizzard."
479	Rotom	Wash			Plasma Pokémon	"A Washing machine possessed by
a Rotom. It uses Water powers
and floods the houses with torrents
of water.
While on this form it can use the
move: Hydro Pump."
479	Rotom	Dex			Plasma Pokémon	"A Pokédex possessed by a Rotom,
it has access to all the information
inside the computer and uses the
sounds to emulate speech.
While on this form it can use the
move: Light Screen."
480	Uxie				No Data	"In the myths of Sinnoh they talk
about three beings that came out
from the same egg, the yellow one
was the being of knowledge.
Together they shaped the human
race to be complete."
481	Mesprit				No Data	"In the myths of Sinnoh they talk
about three beings that came out
from the same egg, the pink one
was the being of emotion.
Together they shaped the human
race to be complete."
482	Azelf				No Data	"In the myths of Sinnoh they talk
about three beings that came out
from the same egg, the blue one
was the being of willpower.
Together they shaped the human
race to be complete."
483	Dialga				No Data	"In some religions there is a being
called “The God of Time” whose
first roar brought future, present
and past."
484	Palkia				No Data	"A fantasy book describes a place
where space bends in impossible
ways and the master of that site
was a Pokémon with a similar
appearance."
485	Heatran				No Data	"An old painting showed a similar
Pokémon standing atop of an
erupting Volcano."
486	Regigigas				No Data	"A very old legend tells about the
King of Giants, who could crush a
mountain with its grip and mold
living titans from the rubble."
487	Giratina				Plot Device	Plot Device
487	Giratina	Origin			Plot Device	Plot Device
488	Cresselia				No Data	"The embodiment of dreams comes
to life during the crescent moon
nights. You will be blessed with
peaceful bedtimes If you keep one
of its feathers. Or so they say."
489	Phione				No Data	"There have been sightings of
small groups of similar Pokémon
but its existence has never been
confirmed. It is said to be the
offspring of Manaphy."
490	Manaphy				No Data	"It is said that after the war for land
and sea was over, a tiny Pokémon
was born from the bottom of
the ocean to bond with all the
creatures as a sign of peace."
491	Darkrai				No Data	"All around the world, young children
have depicted a similar figure in
their drawings.
They call it “The Boogeyman”.
People say it will make all your
nightmares come true."
492	Shaymin				No Data	"There are old traces of gigantic
trees that once grew all over the
earth. They were called the “Trees
of Life” and their flowers granted
the power of flight to the kindhearted,
or so the legend says."
492	Shaymin	Sky			No Data	"There are old traces of gigantic
trees that once grew all over the
earth. They were called the “Trees
of Life” and their flowers granted
the power of flight to the kindhearted,
or so the legend says."
493	Arceus				Plot Device	Plot Device
494	Victini				No Data	"On tournament days, Trainers eat a
“V” shaped apple as a sign of good
luck. It is unknown if it has anything
to do with this Pokémon."
495	Snivy		Level	Medium	Grass Snake Pokémon	"It is very intelligent and independent,
although it seems calm it doesn’t
like being bossed around.
Being exposed to lots of sunlight
makes its movements swifter. The
tail drops if it is not feeling well."
496	Servine		Level	Medium	Grass Snake Pokémon	"It moves along the ground by sliding.
Its swift movements befuddle its
foes, then attacks with a vine whip.
It always keeps itself clean and
it demands care from its trainer,
otherwise it will misbehave."
497	Serperior				Regal Pokémon	"It stops enemies dead in their tracks
with just one intense glare. It is a
noble and proud Pokémon.
It is not aggressive but it can be very
stubborn. It takes a really strong foe
for it to take the fight seriously."
498	Tepig		Level	Medium	Fire Pig Pokémon	"It blows fire through its nose. When
it catches a cold, the fire becomes
pitch-black smoke instead.
Tepig loves to eat roasted berries
and its keen sense of smell allows it
to find them easily."
499	Pignite		Level	Medium	Fire Pig Pokémon	"Whatever it eats becomes fuel for
the flame on its stomach. When
it is angered, the intensity of the
flame increases. It is not common to
see them the wild. They are mostly
found living in warm places."
500	Emboar				Mega Fire Pig Pokémon	"Although it has a scary exterior, it is
a very gentle Pokémon that cares
deeply for family and friends.
It can burst its punches and beard
on fire, it also shows proficiency on
martial arts like Judo."
501	Oshawott		Level	Medium	Sea Otter Pokémon	"It is only seen close to the sea in a
few places in the world.
Oshawott uses the scalchop on its
chest as a tool for multiple purposes
and as a weapon to slash and fight.
It is small but brave and daring."
502	Dewott		Level	Medium	Discipline Pokémon	"It isolates itself from others and
trains every day to perform a double
scalchop slash technique.
This Pokémon takes itself very
seriously and won’t back down from
any challenge."
503	Samurott				Formidable Pokémon	"It uses the horn on it’s head and
both scimitars attached to it’s
front legs as weapons. In the late
spring and fall, they gather on cold
beaches and fight each other. The
winner lets out an intimidating roar."
504	Patrat		Level	Fast	Scout Pokémon	"They live in grass fields in big groups.
One of them is always looking out
for predators. The group gathers
food they store on their cheeks to
bring it back home. They are wary
and alert all the time."
505	Watchog				Lookout Pokémon	"Their fur has a luminescent property.
They make the patterns on their
bodies glow in order to threaten
predators. Their keen eyesight
allows them to see in the dark. They
are also good diggers."
506	Lillipup		Level	Medium	Puppy Pokémon	"Good with children and old people,
this gentle Pokémon is a favorite
to keep as pet. It is very brave and
smart and will protect it’s trainer
against any threat. It uses the hair
on its head to feel its surroundings."
507	Herdier		Level	Medium	Loyal Dog Pokémon	"It loyally follows its Trainer’s orders.
For ages, they have helped Trainers
to raise well behaved Pokémon.
It has black, cape-like fur that is very
hard and keeps it protected from
the weather."
508	Stoutland				Big-Hearted Pokémon	"For many years this Pokémon has
helped with rescue missions in hostile
places. Its outer coat is hard on the
exterior but soft and silky on the
inside. They keep people safe and
warm while help is on the way."
509	Purrloin		Level	Medium	Devious Pokémon	"They have adapted to live in the
streets of big cities. They steal for
fun but their victims can’t help but
forgive them. Their cute act is a
ruse. People who keep them as pets
often regret it."
510	Liepard				Cruel Pokémon	"It’s difficult to see one in the
wild. These Pokémon vanish and
appear attacking unexpectedly.
Many Trainers are drawn to their
beautiful fur and elegant appeal.
But they can be quite dangerous."
511	Pansage		Stone	Leaf Stone	Grass Monkey Pokémon	"Pansage is a friendly Pokémon. It
is good at finding berries and will
share them with other Pokémon.
The leaves on it’s head have
medicinal properties, if it finds a sick
Pokémon it will offer some to heal it."
512	Simisage				Thorn Monkey Pokémon	"It becomes somewhat ill tempered
after it evolves. The leaves on it’s
head can be made into a bitter but
effective medicine, however it will
attack anyone trying to take them
with it’s thorned tail."
513	Pansear		Stone	Fire Stone	High Temp Pokémon	"It lives close to volcanic mountains.
It’s very intelligent, it roasts berries
before eating them and helps lost
people. When angered the tuft of
hair on it’s head and tail can burst
into flames."
514	Simisear				Ember Pokémon	"A flame burns on top of its head. It
scatters embers from its head and
tail to sear its opponents. It loves
sweets and is not afraid to go near
humans to try to get some candy
by begging or by stealing."
515	Panpour		Stone	Water Stone	Spray Pokémon	"It does not thrive in dry climates.
It keeps itself damp by shooting
the water stored in its head tuft.
Its water is valued by gardeners
and Grass Pokémon breeders as it
makes plants grow beautiful."
516	Simipour				Geyser Pokémon	"It prefers places with clean water.
When its tuft runs low, it replenishes
it by siphoning water up with its tail.
It is said that if you see a Simipour
Swimming in a pond, the water is safe
to drink."
517	Munna		Stone	Moon Stone	Dream Eater Pokémon	"It lurks close to towns and eats the
dreams of people and Pokémon.
When it eats a pleasant dream, it
expels pink-colored mist. If you
forgot what you dreamed, a Munna
must have eaten your dream."
518	Musharna				Drowsing Pokémon	"It communicates with the mist on its
forehead, it can create shapes and
images from dreams it has eaten.
It is said that this Pokémon is a link
between this world and a another
one made entirely of dreams."
519	Pidove		Level	Medium	Tiny Pigeon Pokémon	"These Pokémon thrive in the cities.
They are accustomed to people
and they often gather in the parks.
They are forgetful and not very
smart, but they always remember
the way back home."
520	Tranquil		Level	Medium	Wild Pigeon Pokémon	"During war and old times people
made use of Tranquil’s sense of
location to send letters. It will never
fail to find it’s way back home. They
like quiet forests and enjoy to relax
in the peace and quiet."
521	Unfezant				Proud Pokémon	"Males swing the beautiful plumage
on their heads to threaten others
and to court females. Although less
visually appealing, females are better
at flying. Once they form a pair they
are mated for life."
522	Blitzle		Level	Medium	Electrified Pokémon	"When storm clouds cover the plains
you can see them running around
chasing the lightnings to absorb
them on their mane. They form big
herds and use the pattern on their
skin to confuse predators."
523	Zebstrika				Thunderbolt Pokémon	"It is very ill tempered and wild, there
have been very few cases of it being
successfully tamed.
It can shoot lightning from it’s mane
in all directions. If you try to mount
it without warning it will shock you."
524	Roggenrola		Level	Medium	Mantle Pokémon	"It is made from compressed rock,
making it’s body almost as hard as
steel. It is blind, what looks like it’s
eye is really an ear, for this reason
it can live in the darkest of caves
feeding on rocks to grow stronger."
525	Boldore		Trade	Trade	Ore Pokémon	"It releases the excess of energy in
the form of red crystals. It is still blind,
it looks for for water sources inside
underground caves by using echo
location. It is a pacific creature that
keeps to itself most of the time."
526	Gigalith				Compressed Pokémon	"It is a serious Pokémon that doesn’t
interact with others too much.
It uses the sharp crystals in it’s body
to recharge using the sun’s energy.
If angered it can bury it’s foe under
giant rock slides or explode at will."
527	Woobat		Stat	Happiness 4	Bat Pokémon	"It lives in dark forests and caves.
Emits ultrasonic waves from its nose
it learns about its surroundings. The
two small eyes it has get covered
by its own fur. It clings to trees and
cave walls to sleep at night."
528	Swoobat				Courting Pokémon	"They communicate by emitting
ultrasonic waves through their
noses. This sound is not perceived
by humans but it can affect their
mood and emotions. It hunts Bug
Pokémon and loves fresh fruit."
529	Drilbur		Level	Medium	Mole Pokémon	"They can be found in caves and
wreaking havoc on vegetable farms.
It makes its way swiftly through the
soil by putting both claws together
and rotating at high speed. It is
friendly and not afraid of humans."
530	Excadrill				Subterrene Pokémon	"They build maze-like nests deep
underground. Humans make use of
their drilling abilities to dig tunnels
for subway trains. This Pokémon
does not back out from foes and
can be a formidable opponent."
531	Audino				Hearing Pokémon	"Its auditory sense is astounding,
using the feelers on it’s ears it can
know the health state of others.
It is a caring Pokémon with a sweet
disposition to help, but it is not too
common to see in the wild."
531	Audino	Mega			Hearing Pokémon	"The power of the Mega Stone
increases the purity of this Pokémon,
revealing its Fairy type. It is so caring
and protective of its trainer that it can
hear its cries for help from miles away.
It loves to soothe and care for others."
532	Timburr		Level	Medium	Muscular Pokémon	"They carry a big log as a tool and as a
weapon. You may see them helping
with construction work as they
strive to challenge their strength.
When it can swing the log without
problems it is close to evolve."
533	Gurdurr		Trade	Trade	Muscular Pokémon	"This Pokémon is very muscular and
strongly built. It likes to show off it’s
strength and muscles. Some years
back a famous wrestler got defeated
in just a few seconds by one of
these Pokémon."
534	Conkeldurr				Muscular Pokémon	"They use concrete pillars as walking
canes and swing the pillars freely in
battle. Anthropology research says
that this Pokémon may have taught
humans how to make concrete out of
rocks thousands of years ago."
535	Tympole		Level	Medium	Tadpole Pokémon	"They appear in great numbers on
marshes and ponds after a heavy
rainfall. They warn others of danger
and predators by vibrating their
cheeks to create a high-pitched
sound."
536	Palpitoad		Level	Medium	Vibration Pokémon	"It lives both in water and land.
It uses its long, sticky tongue to
capture prey. When they vibrate
the bumps on their heads, they can
make waves in the water and even
earthquake-like vibrations on land."
537	Seismitoad				Vibration Pokémon	"It is only found in a few marshes,
and rarely seen on clean water.
They shoot a paralyzing liquid from
their head bumps and use the
vibrations on their bumps to harm
their foes."
538	Throh				Judo Pokémon	"When they encounter foes bigger
than themselves, they try to throw
them away. In the wild they always
travel in packs of five and make
their clothes and belts out of plants
and vines."
539	Sawk				Karate Pokémon	"This Pokémon is entirely dedicated
to becoming stronger. Many have
secluded in the mountains to train
all day. Wild ones make their clothes
out of plants and vines they find.
Sawk and Throh train together."
540	Sewaddle		Level	Fast	Sewing Pokémon	"It is a sweet Pokémon that loves its
family. It hides its head in the leaf
hood while it is sleeping. The silk they
produce it’s highly valued to make
expensive clothing, this makes it a
popular pet for fashion designers."
541	Swadloon		Stat	Happiness 4	Leaf-Wrapped Pokémon	"Preferring dark and damp places,
it spends the entire day inside
rotting logs. It protects itself from
the cold by wrapping up in leaves.
It’s kind of moody and it likes to
remain undisturbed."
542	Leavanny				Nurturing Pokémon	"It is a gentle and caring Pokémon.
Mostly known for making clothes
out of leaves and silk for any small
pokémon it finds. It warms and
protects its eggs making nests of
fermenting leaves."
543	Venipede		Level	Medium	Centipede Pokémon	"Incredibly aggressive for a Pokémon
that size. It uses the feelers on it’s
front and back to locate things
around. Its bite injects a potent
venom, enough to deter the large
bird Pokémon that try to prey on it."
544	Whirlpede		Level	Medium	Curlipede Pokémon	"It is usually motionless, when it is
attacked, it rotates at high speed
and then crashes into its opponent
with its body full of poison spikes.
Inside it is storing energy for evolving,
which normally takes a few months."
545	Scolipede				Megapede Pokémon	"Highly aggressive, it uses the claws
on its neck to immobilize its prey
and then inject them with poison
to finish them off. Be very careful
around this Pokémon as it will chase
you relentlessly until it gets you."
546	Cottonee		Stone	Sun Stone	Cotton Puff Pokémon	"They go wherever the wind takes
them. On rainy days they can’t
float, so they take shelter beneath
big trees. To defend from predators
they shed their cotton and leave it
as a decoy while they escape."
547	Whimsicott				Windveiled Pokémon	"Riding whirlwinds, they appear and
disappear. These Pokémon sneak
through even the smallest gaps
into houses and cause all sorts of
mischief the balls of white fluff it
leaves behind reveal its presence."
548	Petilil		Stone	Sun Stone	Bulb Pokémon	"Since they prefer moist and nutritive
soil, the areas where Petilil live are
known to be good for growing
plants. The leaves on its head can
be used for medicinal purposes, but
they are extra bitter."
549	Liligant				Flowering Pokémon	"Even veteran gardeners face a
challenge in getting its beautiful
flower to bloom as it withers with
ease. This Pokémon is popular
among celebrities due to it’s grace,
elegance and delicious aroma."
550	Basculin				Hostile Pokémon	"Two variants exist of the same
Pokémon, a blue one and a red one
but they don’t get along as they
compete for territory and prey.
These Pokémon are very hostile, but
also delicious when grilled."
551	Sandile		Level	Medium	Desert Croc Pokémon	"They live hidden under the desert
sands with only their eyes and nostrils
visible. They don’t prey on anything
bigger than themselves but can be
troublesome if they are being leaded
by one of it’s evolved forms."
552	Krokorok		Level	Medium	Desert Croc Pokémon	"The protective membranes shield
their eyes from sandstorms and
allow them to see in the dark. They
can be aggressive and territorial
and love to destroy things with their
fangs."
553	Krookodile				Intimidation Pokémon	"A very violent Pokémon. They try to
clamp down on anything that moves
in front of their eyes and once
grasped they never let the prey
escape. It can be very dangerous
if it’s not tamed correctly."
554	Darumaka		Level	Medium	Zen Charm Pokémon	"Lives on deserts and arid terrains.
It has a flame inside its body. When
the flame burns brightly it becomes
very active running around, when
the flame is low it falls asleep. Their
droppings double as a bonfire."
